datetime,portfolio_value,cash,return
2019-01-02 09:30:00-05:00,100000.0,100000.0,
2019-01-02 12:30:00-05:00,100000.0,99754.02000427246,0.0
2019-01-02 15:30:00-05:00,100000.0,99508.04000854492,0.0
2019-01-02 18:30:00-05:00,100000.0,99262.06001281738,0.0
2019-01-03 09:30:00-05:00,100006.75,99262.06001281738,6.750000000010914e-05
2019-01-03 12:30:00-05:00,100006.75,99013.83001708984,0.0
2019-01-03 15:30:00-05:00,100006.75,98765.6000213623,0.0
2019-01-03 18:30:00-05:00,100006.75,98517.37002563477,0.0
2019-01-04 09:30:00-05:00,100002.91000366211,98517.37002563477,-3.839737155630907e-05
2019-01-04 12:30:00-05:00,100002.91000366211,98269.78002929688,0.0
2019-01-04 15:30:00-05:00,100002.91000366211,98022.19003295898,0.0
2019-01-04 18:30:00-05:00,100002.91000366211,97774.6000366211,0.0
2019-01-07 09:30:00-05:00,100048.81005859375,97774.6000366211,0.0004589871927722644
2019-01-07 12:30:00-05:00,100048.81005859375,97521.91003417969,0.0
2019-01-07 15:30:00-05:00,100048.81005859375,97269.22003173828,0.0
2019-01-07 18:30:00-05:00,100048.81005859375,97016.53002929688,0.0
2019-01-08 09:30:00-05:00,100098.3701171875,97016.53002929688,0.0004953588010163656
2019-01-08 12:30:00-05:00,100098.3701171875,96759.71002197266,0.0
2019-01-08 15:30:00-05:00,100098.3701171875,96502.89001464844,0.0
2019-01-08 18:30:00-05:00,100098.3701171875,96246.07000732422,0.0
2019-01-09 09:30:00-05:00,100109.46997070312,96246.07000732422,0.00011088945307125009
2019-01-09 12:30:00-05:00,100109.46997070312,95988.51000976562,0.0
2019-01-09 15:30:00-05:00,100109.46997070312,95730.95001220703,0.0
2019-01-09 18:30:00-05:00,100109.46997070312,95473.39001464844,0.0
2019-01-10 09:30:00-05:00,100086.07019042969,95473.39001464844,-0.0002337419255169504
2019-01-10 12:30:00-05:00,100086.07019042969,95217.13000488281,0.0
2019-01-10 15:30:00-05:00,100086.07019042969,94960.86999511719,0.0
2019-01-10 18:30:00-05:00,100086.07019042969,94704.60998535156,0.0
2019-01-11 09:30:00-05:00,100115.88983154297,94704.60998535156,0.00029793997363003477
2019-01-11 12:30:00-05:00,100115.88983154297,94446.92999267578,0.0
2019-01-11 15:30:00-05:00,100115.88983154297,94189.25,0.0
2019-01-11 18:30:00-05:00,100115.88983154297,93931.57000732422,0.0
2019-01-14 09:30:00-05:00,100096.20965576172,93931.57000732422,-0.00019657394859462496
2019-01-14 12:30:00-05:00,100096.20965576172,93674.71002197266,0.0
2019-01-14 15:30:00-05:00,100096.20965576172,93417.8500366211,0.0
2019-01-14 18:30:00-05:00,100096.20965576172,93160.99005126953,0.0
2019-01-15 09:30:00-05:00,100122.13024902344,93160.99005126953,0.00025895679117993176
2019-01-15 12:30:00-05:00,100122.13024902344,92903.17004394531,0.0
2019-01-15 15:30:00-05:00,100122.13024902344,92645.3500366211,0.0
2019-01-15 18:30:00-05:00,100122.13024902344,92387.53002929688,0.0
2019-01-16 09:30:00-05:00,100212.42962646484,92387.53002929688,0.0009018922911130378
2019-01-16 12:30:00-05:00,100212.42962646484,92126.70004272461,0.0
2019-01-16 15:30:00-05:00,100212.42962646484,91865.87005615234,0.0
2019-01-16 18:30:00-05:00,100212.42962646484,91605.04006958008,0.0
2019-01-17 09:30:00-05:00,100185.3703918457,91605.04006958008,-0.00027001874637710976
2019-01-17 12:30:00-05:00,100185.3703918457,91345.03005981445,0.0
2019-01-17 15:30:00-05:00,100185.3703918457,91085.02005004883,0.0
2019-01-17 18:30:00-05:00,100185.3703918457,90825.0100402832,0.0
2019-01-18 09:30:00-05:00,100364.29043579102,90825.0100402832,0.0017858899282952034
2019-01-18 12:30:00-05:00,100364.29043579102,90560.03002929688,0.0
2019-01-18 15:30:00-05:00,100364.29043579102,90295.05001831055,0.0
2019-01-18 18:30:00-05:00,100364.29043579102,90030.07000732422,0.0
2019-01-22 09:30:00-05:00,100358.05029296875,90030.07000732422,-6.217493089599735e-05
2019-01-22 12:30:00-05:00,100358.05029296875,89765.25,0.0
2019-01-22 15:30:00-05:00,100358.05029296875,89500.42999267578,0.0
2019-01-22 18:30:00-05:00,100358.05029296875,89235.60998535156,0.0
2019-01-23 09:30:00-05:00,100324.03039550781,89235.60998535156,-0.0003389852369752866
2019-01-23 12:30:00-05:00,100324.03039550781,88971.59997558594,0.0
2019-01-23 15:30:00-05:00,100324.03039550781,88707.58996582031,0.0
2019-01-23 18:30:00-05:00,100324.03039550781,88443.57995605469,0.0
2019-01-24 09:30:00-05:00,100288.0295715332,88443.57995605469,-0.0003588454713460143
2019-01-24 12:30:00-05:00,100288.0295715332,88180.36996459961,0.0
2019-01-24 15:30:00-05:00,100288.0295715332,87917.15997314453,0.0
2019-01-24 18:30:00-05:00,100288.0295715332,87653.94998168945,0.0
2019-01-25 09:30:00-05:00,100403.22927856445,87653.94998168945,0.001148688507725426
2019-01-25 12:30:00-05:00,100403.22927856445,87388.33999633789,0.0
2019-01-25 15:30:00-05:00,100403.22927856445,87122.73001098633,0.0
2019-01-25 18:30:00-05:00,100403.22927856445,86857.12002563477,0.0
2019-01-28 09:30:00-05:00,100290.01077270508,86857.12002563477,-0.0011276380916519502
2019-01-28 12:30:00-05:00,100290.01077270508,86593.73001098633,0.0
2019-01-28 15:30:00-05:00,100290.01077270508,86330.33999633789,0.0
2019-01-28 18:30:00-05:00,100290.01077270508,86066.94998168945,0.0
2019-01-29 09:30:00-05:00,100318.63070678711,86066.94998168945,0.00028537173205500643
2019-01-29 12:30:00-05:00,100318.63070678711,85803.02996826172,0.0
2019-01-29 15:30:00-05:00,100318.63070678711,85539.10995483398,0.0
2019-01-29 18:30:00-05:00,100318.63070678711,85275.18994140625,0.0
2019-01-30 09:30:00-05:00,100385.89028930664,85275.18994140625,0.000670459535239365
2019-01-30 12:30:00-05:00,100385.89028930664,85010.08993530273,0.0
2019-01-30 15:30:00-05:00,100385.89028930664,84744.98992919922,0.0
2019-01-30 18:30:00-05:00,100385.89028930664,84479.8899230957,0.0
2019-01-31 09:30:00-05:00,100530.4905090332,84479.8899230957,0.0014404436650392594
2019-01-31 12:30:00-05:00,100530.4905090332,84212.37991333008,0.0
2019-01-31 15:30:00-05:00,100530.4905090332,83944.86990356445,0.0
2019-01-31 18:30:00-05:00,100530.4905090332,83677.35989379883,0.0
2019-02-01 09:30:00-05:00,100696.80950927734,83677.35989379883,0.001654413495865592
2019-02-01 12:30:00-05:00,100696.80950927734,83407.20989990234,0.0
2019-02-01 15:30:00-05:00,100696.80950927734,83137.05990600586,0.0
2019-02-01 18:30:00-05:00,100696.80950927734,82866.90991210938,0.0
2019-02-04 09:30:00-05:00,100694.1689453125,82866.90991210938,-2.6222915876950026e-05
2019-02-04 12:30:00-05:00,100694.1689453125,82596.79992675781,0.0
2019-02-04 15:30:00-05:00,100694.1689453125,82326.68994140625,0.0
2019-02-04 18:30:00-05:00,100694.1689453125,82056.57995605469,0.0
2019-02-05 09:30:00-05:00,100854.94012451172,82056.57995605469,0.001596628492823049
2019-02-05 12:30:00-05:00,100854.94012451172,81784.13995361328,0.0
2019-02-05 15:30:00-05:00,100854.94012451172,81511.69995117188,0.0
2019-02-05 18:30:00-05:00,100854.94012451172,81239.25994873047,0.0
2019-02-06 09:30:00-05:00,100880.14056396484,81239.25994873047,0.00024986817127659045
2019-02-06 12:30:00-05:00,100880.14056396484,80966.46994018555,0.0
2019-02-06 15:30:00-05:00,100880.14056396484,80693.67993164062,0.0
2019-02-06 18:30:00-05:00,100880.14056396484,80420.8899230957,0.0
2019-02-07 09:30:00-05:00,100741.39010620117,80420.8899230957,-0.0013753991319599423
2019-02-07 12:30:00-05:00,100741.39010620117,80149.9499206543,0.0
2019-02-07 15:30:00-05:00,100741.39010620117,79879.00991821289,0.0
2019-02-07 18:30:00-05:00,100741.39010620117,79608.06991577148,0.0
2019-02-08 09:30:00-05:00,100570.56991577148,79608.06991577148,-0.001695630666299186
2019-02-08 12:30:00-05:00,100570.56991577148,79339.31991577148,0.0
2019-02-08 15:30:00-05:00,100570.56991577148,79070.56991577148,0.0
2019-02-08 18:30:00-05:00,100570.56991577148,78801.81991577148,0.0
2019-02-11 09:30:00-05:00,100769.02090454102,78801.81991577148,0.001973251110496177
2019-02-11 12:30:00-05:00,100769.02090454102,78530.61990356445,0.0
2019-02-11 15:30:00-05:00,100769.02090454102,78259.41989135742,0.0
2019-02-11 18:30:00-05:00,100769.02090454102,77988.21987915039,0.0
2019-02-12 09:30:00-05:00,100871.50100708008,77988.21987915039,0.0010169802347901324
2019-02-12 12:30:00-05:00,100871.50100708008,77715.79986572266,0.0
2019-02-12 15:30:00-05:00,100871.50100708008,77443.37985229492,0.0
2019-02-12 18:30:00-05:00,100871.50100708008,77170.95983886719,0.0
2019-02-13 09:30:00-05:00,101098.56973266602,77170.95983886719,0.0022510691654127335
2019-02-13 12:30:00-05:00,101098.56973266602,76895.92984008789,0.0
2019-02-13 15:30:00-05:00,101098.56973266602,76620.8998413086,0.0
2019-02-13 18:30:00-05:00,101098.56973266602,76345.8698425293,0.0
2019-02-14 09:30:00-05:00,100986.06973266602,76345.8698425293,-0.0011127753864123013
2019-02-14 12:30:00-05:00,100986.06973266602,76072.08984375,0.0
2019-02-14 15:30:00-05:00,100986.06973266602,75798.3098449707,0.0
